Average mark awarded for your highest qualification,Hours willing to work per day,Hackathons Attended,Public speaking points,Can you work for a long time before a system?,Are you a self learner?,Attended Extra-courses,Certifications Awarded,Workshops Attended,Reading and writing skills,How do you rate your memory?,Interested subjects,Interested in games,Interested book genre,Management or Technical,Team worker or not?,Are you an introvert?,Suggested Job Role
70.66666667,12,3,5,no,no,no,r programming,hacking,poor,excellent,IOT,no,Romance,Technical,no,no,Mobile Applications Developer
80.88888889,7,3,2,no,yes,no,full stack,database security,excellent,medium,networks,yes,Series,Technical,yes,no,CRM Business Analyst
79.22222222,8,1,2,yes,no,no,app development,hacking,medium,excellent,parallel computing,yes,Science,Management,no,yes,Information Security Analyst
79.33333333,8,3,8,no,no,yes,machine learning,web technologies,poor,excellent,Software Engineering,yes,Action and Adventure,Technical,no,yes,Software Engineer
75.77777778,12,4,7,yes,no,yes,machine learning,database security,excellent,poor,programming,no,Comics,Management,yes,yes,Systems Security Administrator
78.11111111,12,2,2,yes,yes,yes,information security,hacking,excellent,medium,Computer Architecture,no,Series,Technical,no,yes,Software Engineer
76.11111111,6,2,9,yes,yes,yes,distro making,web technologies,poor,medium,Software Engineering,no,Prayer books,Technical,yes,yes,Network Security Administrator
72.77777778,4,1,6,no,no,no,shell programming,system designing,medium,excellent,data engineering,no,Anthology,Technical,no,yes,Software Engineer
76,8,3,5,yes,no,yes,information security,hacking,poor,poor,Software Engineering,no,Diaries,Technical,yes,no,Programmer Analyst
73.66666667,8,6,9,yes,no,no,full stack,cloud computing,poor,excellent,Computer Architecture,yes,Satire,Management,yes,no,CRM Technical Developer
71.44444444,12,0,9,no,yes,yes,python,hacking,excellent,excellent,Management,no,Drama,Management,yes,no,E-Commerce Analyst
68.77777778,12,1,3,no,no,yes,distro making,system designing,excellent,excellent,IOT,yes,Satire,Technical,yes,no,Web Developer
70.77777778,5,4,4,no,no,no,machine learning,hacking,excellent,medium,Software Engineering,no,Trilogy,Management,no,no,E-Commerce Analyst
79.66666667,6,4,4,yes,no,no,shell programming,system designing,excellent,poor,Management,yes,Dictionaries,Management,yes,no,Information Security Analyst
78,8,5,1,no,no,no,machine learning,database security,poor,excellent,networks,no,Autobiographies,Management,no,no,Database Developer
73.66666667,9,5,6,yes,no,yes,full stack,database security,medium,medium,Computer Architecture,no,Encyclopedias,Technical,no,yes,Business Intelligence Analyst
78,7,2,4,yes,no,yes,full stack,system designing,excellent,poor,parallel computing,no,Drama,Technical,yes,no,Applications Developer
72.77777778,7,3,1,no,yes,no,app development,game development,poor,medium,IOT,no,Drama,Management,no,no,Software Systems Engineer
73.66666667,4,1,8,no,no,no,machine learning,system designing,excellent,excellent,programming,no,Childrens,Technical,no,no,Mobile Applications Developer
72.55555556,5,2,6,yes,yes,yes,r programming,game development,excellent,medium,Software Engineering,no,Fantasy,Technical,no,no,Project Manager
72.33333333,12,2,5,no,no,yes,hadoop,hacking,poor,poor,cloud computing,no,Travel,Technical,no,no,Applications Developer
72.22222222,12,6,8,yes,no,no,full stack,hacking,medium,poor,hacking,yes,Action and Adventure,Management,no,no,Information Technology Manager
77.77777778,4,4,1,no,no,no,distro making,system designing,excellent,poor,programming,yes,Prayer books,Management,yes,yes,Solutions Architect
75.33333333,11,4,7,no,yes,no,machine learning,system designing,poor,medium,IOT,yes,Journals,Management,no,yes,Portal Administrator
77.88888889,6,1,9,yes,no,no,distro making,data science,excellent,excellent,parallel computing,yes,Prayer books,Management,yes,no,Database Developer
78.22222222,6,3,1,yes,yes,yes,full stack,game development,poor,poor,networks,no,Religion-Spirituality,Technical,yes,yes,Database Manager
76.33333333,4,3,5,no,no,yes,hadoop,hacking,poor,excellent,Software Engineering,yes,Autobiographies,Technical,yes,no,Systems Security Administrator
82.22222222,8,3,1,yes,no,no,hadoop,system designing,poor,excellent,Software Engineering,no,Fantasy,Technical,no,yes,Systems Analyst
79.77777778,7,4,7,yes,yes,yes,app development,database security,poor,excellent,hacking,yes,Dictionaries,Technical,no,yes,Technical Engineer
71.66666667,5,1,8,yes,no,no,shell programming,hacking,medium,excellent,networks,yes,Art,Technical,no,no,Design & UX
77.33333333,7,2,8,yes,no,yes,hadoop,web technologies,excellent,medium,Software Engineering,yes,Self help,Technical,no,yes,E-Commerce Analyst
77.22222222,9,5,6,yes,no,yes,full stack,testing,excellent,excellent,Management,yes,Encyclopedias,Management,yes,no,Information Technology Manager
78.11111111,5,1,1,yes,yes,yes,full stack,system designing,excellent,excellent,Computer Architecture,yes,Horror,Management,yes,no,Design & UX
79.11111111,11,4,1,yes,yes,yes,information security,game development,excellent,excellent,Management,no,Poetry,Technical,yes,no,Network Engineer
70.88888889,12,2,9,yes,no,yes,full stack,hacking,medium,poor,IOT,no,History,Management,yes,yes,Portal Administrator
79.55555556,8,3,7,yes,yes,yes,hadoop,cloud computing,medium,excellent,programming,yes,Anthology,Management,yes,no,Systems Security Administrator
76.77777778,4,3,3,no,yes,no,shell programming,hacking,poor,excellent,parallel computing,yes,Art,Technical,yes,yes,Network Security Engineer
77.55555556,5,5,4,no,yes,yes,full stack,database security,excellent,excellent,IOT,yes,Drama,Technical,no,yes,Solutions Architect
74.88888889,11,6,2,yes,yes,no,machine learning,game development,medium,excellent,networks,no,Horror,Technical,yes,no,Network Security Administrator
86,6,4,9,no,no,no,r programming,hacking,excellent,poor,programming,no,Guide,Technical,no,no,Software Quality Assurance (QA) / Testing
80,11,2,4,yes,yes,yes,app development,cloud computing,excellent,excellent,Software Engineering,no,Dictionaries,Management,yes,no,Design & UX
76.33333333,10,3,1,yes,yes,no,shell programming,database security,excellent,medium,cloud computing,yes,Self help,Management,yes,no,Network Security Administrator
81.55555556,12,6,4,no,yes,yes,hadoop,cloud computing,medium,poor,Management,yes,Series,Management,yes,no,Technical Engineer
73.11111111,5,4,6,yes,yes,yes,full stack,game development,poor,poor,Management,yes,Comics,Technical,yes,no,Database Administrator
71.11111111,12,6,4,no,yes,no,information security,testing,poor,medium,Management,no,Journals,Management,no,yes,E-Commerce Analyst
67.55555556,4,5,9,yes,no,yes,distro making,cloud computing,medium,excellent,IOT,no,Science,Management,no,yes,Design & UX
83.11111111,7,3,3,yes,no,yes,full stack,cloud computing,excellent,poor,Computer Architecture,yes,Anthology,Technical,yes,no,Applications Developer
79.33333333,9,6,2,yes,no,no,shell programming,testing,poor,poor,Computer Architecture,yes,Health,Technical,yes,no,Mobile Applications Developer
71.55555556,12,4,7,no,yes,yes,hadoop,data science,medium,excellent,cloud computing,no,Science fiction,Management,no,no,Database Administrator
75.33333333,12,6,1,no,yes,yes,shell programming,testing,poor,medium,IOT,yes,Math,Management,yes,yes,CRM Technical Developer
77.66666667,9,5,4,no,yes,yes,shell programming,game development,medium,poor,Software Engineering,no,Mystery,Technical,no,yes,Network Security Administrator
75.33333333,6,0,7,yes,no,yes,shell programming,web technologies,poor,medium,Management,no,Anthology,Management,yes,yes,Technical Engineer
81.22222222,4,1,7,no,no,no,r programming,hacking,poor,excellent,programming,no,Science,Technical,no,no,Solutions Architect
76,4,1,6,yes,no,no,machine learning,system designing,poor,medium,networks,no,Guide,Management,yes,no,UX Designer
72.55555556,4,0,3,yes,yes,no,shell programming,system designing,medium,excellent,hacking,yes,Prayer books,Management,yes,yes,Portal Administrator
76.66666667,12,2,3,yes,yes,yes,app development,web technologies,poor,excellent,Computer Architecture,yes,Prayer books,Technical,no,no,Solutions Architect
76.66666667,5,5,1,yes,yes,yes,machine learning,testing,poor,excellent,cloud computing,yes,Autobiographies,Management,no,yes,CRM Technical Developer
78.77777778,4,6,3,no,yes,no,distro making,hacking,medium,medium,parallel computing,yes,Horror,Management,yes,yes,Technical Services/Help Desk/Tech Support
72,10,4,1,yes,no,yes,distro making,database security,poor,poor,programming,yes,Romance,Management,yes,no,Network Security Administrator
78.33333333,9,4,9,yes,yes,yes,hadoop,system designing,medium,poor,IOT,no,Childrens,Management,no,no,Project Manager
80.77777778,8,4,1,yes,yes,yes,distro making,testing,medium,medium,Computer Architecture,no,Autobiographies,Technical,yes,yes,Solutions Architect
79.88888889,12,4,4,no,no,yes,machine learning,data science,medium,excellent,Computer Architecture,yes,Poetry,Management,no,yes,Design & UX
80.66666667,12,3,6,yes,no,no,shell programming,testing,poor,excellent,IOT,yes,Encyclopedias,Management,no,yes,Project Manager
72.11111111,11,2,7,yes,no,yes,python,cloud computing,poor,poor,parallel computing,no,Health,Technical,no,yes,Portal Administrator
76.55555556,10,3,8,no,yes,yes,full stack,database security,medium,excellent,Management,yes,Math,Technical,yes,yes,Software Quality Assurance (QA) / Testing
81,12,0,6,no,no,yes,shell programming,hacking,medium,poor,cloud computing,yes,Comics,Management,yes,no,UX Designer
77.11111111,6,3,4,yes,no,no,machine learning,testing,excellent,medium,Software Engineering,yes,Guide,Technical,yes,yes,Network Security Administrator
72.88888889,5,0,4,yes,yes,no,python,cloud computing,medium,excellent,Software Engineering,no,Comics,Technical,yes,no,Database Developer
70.44444444,12,1,7,no,yes,yes,distro making,data science,excellent,excellent,Computer Architecture,yes,Prayer books,Technical,yes,no,Business Intelligence Analyst
80.11111111,5,6,2,yes,no,no,python,cloud computing,excellent,excellent,data engineering,yes,Science fiction,Management,no,no,Solutions Architect
81.66666667,9,0,4,yes,yes,yes,r programming,system designing,poor,poor,Computer Architecture,no,Science,Technical,yes,yes,Portal Administrator
69.55555556,8,6,3,no,yes,no,machine learning,data science,excellent,poor,Management,no,Science,Technical,yes,yes,Database Developer
79.77777778,7,3,2,yes,yes,yes,python,web technologies,excellent,medium,programming,no,Encyclopedias,Management,yes,no,Systems Analyst
79.44444444,8,4,7,yes,no,no,shell programming,cloud computing,excellent,medium,hacking,yes,Biographies,Technical,yes,yes,Database Developer
78.66666667,9,2,4,no,no,yes,distro making,data science,medium,poor,data engineering,yes,Self help,Management,no,yes,E-Commerce Analyst
70,6,5,2,no,yes,yes,distro making,system designing,medium,poor,programming,no,Art,Technical,yes,yes,Solutions Architect
76.77777778,7,3,5,yes,no,no,r programming,system designing,medium,excellent,Computer Architecture,no,Guide,Management,yes,no,Programmer Analyst
84.55555556,11,1,8,no,no,yes,r programming,cloud computing,medium,excellent,networks,no,Horror,Technical,yes,no,Information Technology Auditor
78.44444444,9,5,5,yes,no,no,hadoop,web technologies,excellent,poor,networks,yes,Childrens,Technical,no,no,UX Designer
73.22222222,12,6,5,yes,yes,yes,full stack,database security,poor,poor,Computer Architecture,yes,Anthology,Technical,no,yes,Technical Services/Help Desk/Tech Support
76.55555556,7,5,7,no,no,yes,information security,game development,medium,poor,parallel computing,no,Encyclopedias,Technical,yes,no,UX Designer
72.66666667,6,2,2,yes,yes,no,full stack,testing,medium,excellent,cloud computing,yes,Self help,Technical,no,no,CRM Business Analyst
73.33333333,12,4,3,no,no,yes,app development,hacking,excellent,medium,Computer Architecture,yes,Autobiographies,Management,yes,no,Programmer Analyst
78.11111111,12,1,9,no,yes,yes,python,data science,poor,excellent,data engineering,no,Art,Technical,no,no,Network Engineer
72.88888889,8,6,6,yes,no,yes,machine learning,database security,excellent,poor,Computer Architecture,yes,History,Technical,yes,no,Programmer Analyst
75.44444444,7,6,1,no,no,no,hadoop,system designing,excellent,excellent,data engineering,yes,Action and Adventure,Technical,no,yes,Software Systems Engineer
79.88888889,12,3,7,yes,yes,yes,r programming,hacking,medium,poor,data engineering,no,Religion-Spirituality,Management,no,no,Network Security Engineer
73.22222222,5,0,1,no,yes,yes,app development,data science,excellent,excellent,hacking,yes,Travel,Technical,no,yes,Network Engineer
75.77777778,4,1,7,no,yes,no,hadoop,web technologies,medium,excellent,parallel computing,yes,Comics,Management,yes,yes,E-Commerce Analyst
81.33333333,11,5,5,no,no,yes,app development,web technologies,medium,poor,networks,no,Poetry,Management,no,yes,Design & UX
70.66666667,12,2,7,yes,no,yes,full stack,database security,medium,excellent,parallel computing,yes,Cookbooks,Technical,yes,yes,Database Manager
80.88888889,9,2,2,yes,no,yes,app development,hacking,excellent,poor,Computer Architecture,no,Horror,Management,no,yes,Software Engineer
78.55555556,9,1,1,yes,no,no,shell programming,system designing,poor,poor,Management,yes,Guide,Technical,no,no,Technical Services/Help Desk/Tech Support
75.77777778,5,3,4,yes,yes,no,information security,hacking,excellent,medium,Software Engineering,yes,History,Technical,yes,no,Software Systems Engineer
73.44444444,5,6,5,no,no,no,r programming,database security,medium,medium,Management,no,Horror,Technical,yes,no,Database Administrator
81.44444444,10,5,7,no,yes,no,r programming,database security,poor,poor,programming,no,Journals,Technical,yes,no,Systems Security Administrator
81.55555556,5,4,7,yes,yes,no,information security,database security,medium,excellent,networks,no,Self help,Management,yes,yes,Database Administrator
75.88888889,5,0,6,yes,no,no,app development,system designing,medium,medium,data engineering,no,Diaries,Management,yes,no,E-Commerce Analyst
77.22222222,11,1,1,yes,yes,no,r programming,system designing,poor,poor,hacking,yes,Guide,Technical,yes,no,E-Commerce Analyst
77.55555556,7,4,6,yes,no,yes,information security,testing,excellent,poor,networks,yes,Health,Technical,yes,no,Technical Engineer
72.77777778,9,1,6,yes,yes,no,hadoop,hacking,excellent,excellent,cloud computing,yes,Encyclopedias,Management,no,yes,Technical Support
82.66666667,8,5,8,no,yes,yes,python,hacking,poor,medium,parallel computing,yes,Science,Technical,no,no,Mobile Applications Developer
75,8,1,1,yes,yes,no,shell programming,testing,excellent,excellent,data engineering,no,Cookbooks,Technical,no,yes,Systems Analyst
78.88888889,5,4,3,no,no,no,hadoop,database security,medium,poor,hacking,no,Biographies,Management,yes,yes,Software Quality Assurance (QA) / Testing
81.22222222,10,0,8,no,yes,no,python,data science,poor,medium,cloud computing,yes,Poetry,Technical,yes,no,Network Security Administrator
76.33333333,8,6,8,yes,no,yes,r programming,game development,excellent,poor,programming,no,Guide,Technical,yes,no,Solutions Architect
76.77777778,11,3,3,yes,no,yes,distro making,testing,poor,poor,Management,yes,Poetry,Technical,no,yes,Business Intelligence Analyst
73.66666667,11,5,2,no,yes,yes,shell programming,hacking,medium,medium,Management,yes,Action and Adventure,Management,no,yes,Network Security Administrator
82.66666667,7,6,6,no,yes,no,python,hacking,excellent,poor,data engineering,no,Cookbooks,Management,yes,no,Information Technology Auditor
81.33333333,9,2,7,yes,yes,no,shell programming,game development,excellent,excellent,networks,yes,Fantasy,Management,yes,yes,Network Security Engineer
69.44444444,7,5,7,no,yes,no,machine learning,testing,excellent,medium,data engineering,no,Science,Management,no,no,Business Systems Analyst
79.33333333,10,0,7,no,yes,yes,app development,web technologies,poor,medium,networks,yes,Comics,Technical,no,no,Network Security Administrator
75.66666667,9,0,1,no,yes,no,python,hacking,medium,excellent,Computer Architecture,no,Dictionaries,Technical,yes,yes,Project Manager
75,9,0,6,no,yes,yes,r programming,hacking,medium,excellent,programming,no,Prayer books,Management,yes,yes,Information Technology Auditor
77.44444444,10,5,4,no,no,no,full stack,system designing,poor,medium,networks,yes,Series,Technical,no,yes,Portal Administrator
70.55555556,8,1,1,no,yes,yes,shell programming,database security,poor,excellent,networks,yes,Biographies,Technical,yes,no,Design & UX
77.66666667,9,2,1,yes,yes,yes,information security,cloud computing,medium,excellent,IOT,no,Journals,Technical,no,no,Technical Engineer
81.88888889,12,4,7,yes,no,no,shell programming,cloud computing,poor,excellent,IOT,no,Guide,Technical,no,no,Information Technology Manager
83.55555556,8,6,2,no,no,yes,python,database security,medium,medium,Computer Architecture,no,Religion-Spirituality,Technical,no,no,Business Intelligence Analyst
75.66666667,12,2,4,yes,no,no,machine learning,game development,excellent,medium,IOT,no,Cookbooks,Management,no,yes,Network Security Administrator
82.11111111,12,3,7,yes,yes,yes,hadoop,hacking,medium,poor,cloud computing,yes,Cookbooks,Management,yes,no,Software Systems Engineer
71.55555556,6,3,5,yes,no,yes,python,testing,poor,excellent,networks,yes,Horror,Technical,no,yes,Network Security Administrator
83,12,6,5,yes,yes,yes,r programming,game development,excellent,medium,parallel computing,no,Horror,Management,no,yes,Design & UX
75.22222222,10,5,1,yes,no,yes,shell programming,cloud computing,excellent,poor,Management,no,Series,Management,yes,yes,Information Technology Auditor
80.77777778,9,1,2,yes,no,yes,information security,game development,excellent,poor,Software Engineering,no,Mystery,Management,yes,yes,Portal Administrator
81.33333333,12,0,7,no,no,no,distro making,hacking,excellent,poor,data engineering,yes,History,Technical,no,no,Network Security Administrator
81.44444444,5,1,3,no,no,no,machine learning,web technologies,poor,excellent,Computer Architecture,no,Action and Adventure,Management,no,yes,Software Quality Assurance (QA) / Testing
78.88888889,4,0,3,yes,yes,no,distro making,hacking,poor,poor,Management,no,Dictionaries,Technical,yes,no,Network Security Administrator
75.55555556,9,3,3,yes,no,yes,information security,hacking,poor,medium,data engineering,no,Diaries,Management,no,no,Technical Services/Help Desk/Tech Support
73.66666667,4,6,8,yes,yes,yes,python,web technologies,medium,excellent,programming,yes,Autobiographies,Management,no,no,Quality Assurance Associate
72.55555556,9,0,7,no,yes,yes,shell programming,cloud computing,excellent,poor,data engineering,yes,Biographies,Technical,yes,no,Network Security Administrator
74.88888889,9,6,1,no,yes,yes,information security,database security,excellent,medium,parallel computing,no,Trilogy,Technical,yes,no,Network Security Engineer
76.44444444,12,5,4,yes,no,yes,app development,testing,poor,poor,cloud computing,yes,Romance,Management,no,no,Network Security Administrator
75.55555556,6,4,9,no,no,no,full stack,web technologies,excellent,medium,cloud computing,yes,Travel,Management,yes,no,Software Systems Engineer
68.77777778,4,5,5,yes,no,no,shell programming,system designing,poor,poor,networks,yes,Math,Management,yes,yes,Systems Analyst
76.11111111,11,5,9,yes,yes,yes,information security,hacking,excellent,medium,programming,no,Cookbooks,Technical,yes,no,Systems Security Administrator
77.55555556,4,6,4,yes,yes,no,machine learning,game development,poor,poor,IOT,no,Prayer books,Management,no,yes,Technical Support
80.22222222,7,6,3,no,no,no,information security,hacking,excellent,medium,Computer Architecture,no,Religion-Spirituality,Technical,no,yes,Mobile Applications Developer
77.66666667,8,6,3,no,no,no,full stack,web technologies,excellent,excellent,networks,no,Drama,Management,no,no,Technical Services/Help Desk/Tech Support
72.11111111,8,6,4,yes,yes,no,hadoop,game development,excellent,medium,Management,no,Self help,Management,no,no,Database Developer
81.22222222,5,3,9,yes,no,no,full stack,hacking,medium,excellent,data engineering,no,Encyclopedias,Technical,no,no,UX Designer
76.55555556,8,1,4,no,no,no,hadoop,data science,medium,poor,Software Engineering,no,Diaries,Management,yes,yes,Systems Security Administrator
80.22222222,8,3,9,no,yes,yes,machine learning,game development,excellent,medium,parallel computing,no,History,Technical,yes,yes,Quality Assurance Associate
73.11111111,11,5,3,yes,yes,yes,r programming,web technologies,poor,poor,IOT,yes,Self help,Technical,no,no,Mobile Applications Developer
74,11,0,7,no,yes,no,python,testing,poor,medium,IOT,yes,Satire,Management,yes,yes,Technical Services/Help Desk/Tech Support
80.55555556,6,0,5,no,no,no,shell programming,data science,poor,excellent,parallel computing,yes,Drama,Technical,no,no,CRM Business Analyst
73.44444444,11,4,9,no,yes,yes,python,database security,poor,excellent,Management,yes,Journals,Technical,yes,yes,Software Systems Engineer
81.33333333,6,3,1,yes,yes,yes,shell programming,game development,poor,excellent,Software Engineering,no,Travel,Management,yes,no,Technical Services/Help Desk/Tech Support
81.88888889,8,6,4,no,yes,yes,information security,web technologies,poor,medium,Management,yes,Mystery,Technical,no,yes,Mobile Applications Developer
79,4,4,6,yes,yes,yes,shell programming,cloud computing,medium,medium,programming,yes,Guide,Technical,yes,yes,Applications Developer
76.88888889,12,4,4,no,no,no,app development,hacking,medium,excellent,IOT,no,Cookbooks,Management,no,yes,Network Security Administrator
78.66666667,9,3,9,no,no,yes,full stack,hacking,poor,medium,networks,yes,Science fiction,Management,yes,no,Network Security Engineer
76.11111111,9,6,1,no,yes,no,shell programming,game development,poor,excellent,IOT,yes,Guide,Technical,yes,yes,Information Security Analyst
77.66666667,5,3,3,yes,yes,yes,information security,web technologies,excellent,poor,IOT,no,Self help,Management,no,no,Programmer Analyst
81.55555556,11,0,8,no,no,yes,information security,web technologies,medium,excellent,hacking,no,Satire,Management,no,yes,Information Technology Manager
73.11111111,4,0,7,yes,no,no,information security,system designing,poor,medium,Computer Architecture,no,Science fiction,Management,yes,yes,CRM Technical Developer
84.22222222,9,4,5,yes,yes,no,r programming,database security,excellent,excellent,hacking,no,Travel,Technical,no,yes,Web Developer
77.77777778,9,4,5,no,no,yes,full stack,web technologies,excellent,medium,cloud computing,no,Fantasy,Management,yes,yes,Database Developer
76.22222222,10,1,2,yes,no,no,machine learning,system designing,poor,poor,Management,no,Satire,Management,no,yes,Portal Administrator
79.88888889,6,5,6,no,no,no,app development,web technologies,excellent,excellent,IOT,no,Guide,Management,no,yes,Systems Analyst
73.11111111,12,5,5,no,yes,no,hadoop,game development,poor,excellent,Computer Architecture,no,Mystery,Technical,no,yes,Software Developer
71.44444444,9,2,8,yes,no,no,full stack,web technologies,excellent,medium,Management,yes,History,Technical,yes,no,Project Manager
80,7,1,1,no,no,no,information security,system designing,medium,medium,networks,no,Series,Technical,no,yes,Data Architect
72.33333333,10,0,7,no,no,no,python,data science,poor,medium,Computer Architecture,no,Series,Management,no,no,Technical Services/Help Desk/Tech Support
73,4,2,7,yes,yes,yes,machine learning,web technologies,poor,excellent,cloud computing,yes,Travel,Technical,no,yes,Project Manager
78,9,1,6,yes,yes,yes,hadoop,game development,excellent,medium,Computer Architecture,no,Travel,Technical,yes,no,Software Systems Engineer
73.11111111,6,1,4,no,yes,yes,full stack,data science,medium,excellent,hacking,no,Romance,Management,no,yes,Technical Services/Help Desk/Tech Support
74.66666667,7,3,3,yes,yes,yes,hadoop,data science,medium,poor,cloud computing,yes,Action and Adventure,Technical,no,yes,Information Technology Manager
73.66666667,5,4,5,no,no,no,full stack,testing,medium,poor,parallel computing,no,History,Technical,yes,yes,Database Developer
74.33333333,12,3,5,no,yes,yes,full stack,data science,poor,poor,IOT,no,Horror,Technical,no,yes,Design & UX
77.66666667,11,3,8,yes,no,no,shell programming,data science,medium,excellent,cloud computing,no,Drama,Management,yes,yes,Business Systems Analyst
81.33333333,11,5,5,no,no,no,distro making,database security,excellent,poor,IOT,yes,Guide,Technical,no,yes,Quality Assurance Associate
74.22222222,7,0,8,yes,yes,no,distro making,cloud computing,medium,poor,cloud computing,yes,Horror,Technical,no,yes,Technical Engineer
84.66666667,6,2,7,no,yes,yes,hadoop,game development,excellent,excellent,data engineering,no,Cookbooks,Technical,yes,yes,Database Administrator
79.77777778,12,5,1,no,no,no,r programming,data science,poor,poor,Computer Architecture,no,Self help,Technical,no,no,Database Manager
77.44444444,7,0,5,yes,no,yes,information security,cloud computing,medium,excellent,programming,yes,Health,Technical,no,no,Business Systems Analyst
79.77777778,8,3,2,no,no,no,hadoop,hacking,medium,medium,hacking,yes,Guide,Technical,no,yes,UX Designer
76.66666667,7,0,8,no,no,yes,r programming,system designing,medium,medium,Software Engineering,yes,Self help,Management,yes,yes,Information Technology Auditor
80.44444444,8,6,9,yes,no,no,r programming,web technologies,medium,excellent,programming,yes,Travel,Management,no,no,Database Manager
76.55555556,9,6,3,yes,no,yes,python,hacking,excellent,medium,Computer Architecture,yes,Science fiction,Technical,no,yes,Technical Services/Help Desk/Tech Support
81,6,5,1,no,no,yes,full stack,game development,poor,poor,Management,no,Journals,Management,yes,no,E-Commerce Analyst
74,5,3,8,no,yes,yes,python,data science,poor,poor,cloud computing,yes,Guide,Management,yes,yes,CRM Technical Developer
74,5,6,6,yes,no,no,r programming,data science,excellent,excellent,data engineering,no,Anthology,Management,no,no,Database Manager
81.66666667,12,6,3,yes,no,no,machine learning,hacking,medium,poor,Computer Architecture,yes,Self help,Technical,no,no,Database Administrator
82.44444444,5,4,7,yes,yes,no,full stack,system designing,medium,excellent,networks,no,Science fiction,Management,no,no,Information Technology Auditor
76.77777778,5,2,8,yes,no,no,full stack,system designing,poor,excellent,programming,no,Satire,Technical,no,yes,UX Designer
79.55555556,5,5,3,no,yes,no,information security,game development,excellent,excellent,Computer Architecture,yes,Romance,Technical,no,yes,Portal Administrator
71.22222222,9,3,5,no,yes,yes,full stack,game development,medium,medium,networks,no,Prayer books,Technical,yes,yes,Software Systems Engineer
77.55555556,11,4,7,no,no,yes,machine learning,cloud computing,poor,poor,IOT,yes,Action and Adventure,Management,yes,no,Business Intelligence Analyst
76.33333333,8,4,5,yes,yes,no,full stack,web technologies,excellent,medium,Management,yes,Satire,Management,yes,no,Network Security Administrator
82,12,3,4,no,no,no,full stack,testing,poor,poor,parallel computing,yes,Satire,Management,no,yes,Business Intelligence Analyst
82.77777778,4,4,8,no,no,no,information security,database security,poor,poor,parallel computing,yes,Biographies,Technical,yes,no,Quality Assurance Associate
79.11111111,12,2,7,no,yes,no,full stack,game development,excellent,poor,cloud computing,no,Religion-Spirituality,Management,yes,yes,Systems Security Administrator
67.44444444,8,3,4,yes,no,no,hadoop,cloud computing,medium,medium,networks,yes,Dictionaries,Management,no,no,Information Technology Manager
75.44444444,7,1,1,no,yes,yes,hadoop,cloud computing,excellent,excellent,networks,no,Science,Management,yes,yes,Portal Administrator
71.88888889,8,6,9,no,no,yes,app development,system designing,excellent,excellent,programming,yes,Autobiographies,Technical,no,yes,Network Security Administrator
76.22222222,11,2,9,yes,no,no,shell programming,testing,poor,poor,networks,yes,Prayer books,Technical,no,yes,CRM Technical Developer
76.88888889,9,5,6,no,no,no,python,web technologies,excellent,excellent,data engineering,no,Self help,Technical,no,no,CRM Business Analyst
73.77777778,10,0,8,yes,yes,no,hadoop,database security,excellent,excellent,Management,yes,Trilogy,Management,no,no,Database Administrator
78,4,5,6,no,no,yes,hadoop,data science,medium,medium,programming,yes,Horror,Management,no,yes,Software Engineer
77.66666667,5,0,3,no,no,yes,shell programming,game development,medium,excellent,parallel computing,no,Cookbooks,Management,no,no,Network Engineer
76.33333333,11,0,3,yes,yes,yes,app development,testing,excellent,poor,parallel computing,no,Self help,Management,no,yes,Web Developer
77.44444444,9,3,8,yes,no,no,python,testing,excellent,poor,Software Engineering,no,Comics,Technical,no,yes,Database Administrator
72.22222222,5,3,5,yes,yes,yes,information security,web technologies,medium,excellent,data engineering,no,Action and Adventure,Technical,no,yes,Design & UX
78.77777778,12,2,2,yes,yes,yes,r programming,database security,poor,poor,IOT,yes,Autobiographies,Technical,no,yes,Software Engineer
73.88888889,8,0,9,no,no,yes,machine learning,cloud computing,poor,poor,Computer Architecture,no,Childrens,Technical,no,yes,Business Intelligence Analyst
75.88888889,9,5,3,yes,yes,yes,full stack,testing,medium,excellent,Computer Architecture,yes,Art,Technical,no,no,Business Systems Analyst
71.55555556,10,1,1,no,no,no,hadoop,game development,poor,poor,Computer Architecture,yes,Anthology,Technical,yes,yes,CRM Technical Developer
71.33333333,8,0,7,yes,yes,no,machine learning,database security,medium,medium,cloud computing,no,Guide,Technical,no,yes,Software Developer
80.33333333,12,0,4,yes,no,no,r programming,testing,poor,poor,data engineering,yes,Trilogy,Technical,yes,no,CRM Technical Developer
78.11111111,10,6,1,yes,yes,no,app development,data science,poor,excellent,cloud computing,yes,Cookbooks,Management,yes,yes,Database Administrator
74.88888889,4,1,5,no,yes,no,information security,database security,medium,excellent,IOT,no,Diaries,Technical,yes,no,Software Engineer
75.33333333,6,1,7,no,yes,no,machine learning,testing,poor,excellent,networks,yes,Comics,Management,no,yes,CRM Business Analyst
75.66666667,8,3,9,no,no,yes,machine learning,cloud computing,poor,medium,Management,no,Guide,Management,yes,no,E-Commerce Analyst
76.33333333,11,0,7,no,no,yes,full stack,game development,poor,poor,parallel computing,yes,Science,Management,yes,yes,Applications Developer
78.11111111,10,4,5,yes,yes,yes,shell programming,system designing,excellent,poor,Computer Architecture,no,Self help,Technical,yes,no,Quality Assurance Associate
76.88888889,4,1,9,yes,no,no,hadoop,system designing,medium,medium,programming,no,Guide,Technical,no,no,Technical Support
